longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,housing_median_age.1,total_rooms.1,population.1,households.1,median_income.1,housing_median_age^2,housing_median_age total_rooms,housing_median_age population,housing_median_age households,housing_median_age median_income,total_rooms^2,total_rooms population,total_rooms households,total_rooms median_income,population^2,population households,population median_income,households^2,households median_income,median_income^2,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-118.07,33.8,22.0,1391.0,338.0,810.0,295.0,3.8792,218200.0,22.0,1391.0,810.0,295.0,3.8792,484.0,30602.0,17820.0,6490.0,85.3424,1934881.0,1126710.0,410345.0,5395.9672,656100.0,238950.0,3142.152,87025.0,1144.364,15.04819264,1,0,0,0,0
-120.79,36.06,29.0,1916.0,386.0,1019.0,314.0,2.4881,87500.0,29.0,1916.0,1019.0,314.0,2.4881,841.0,55564.0,29551.0,9106.0,72.15490000000001,3671056.0,1952404.0,601624.0,4767.199600000001,1038361.0,319966.0,2535.3739,98596.0,781.2634,6.190641610000001,1,0,0,0,0
-117.07,33.12,32.0,2474.0,499.0,1224.0,461.0,2.7216,146300.0,32.0,2474.0,1224.0,461.0,2.7216,1024.0,79168.0,39168.0,14752.0,87.0912,6120676.0,3028176.0,1140514.0,6733.2384,1498176.0,564264.0,3331.2384,212521.0,1254.6576,7.40710656,1,0,0,0,0
-118.01,34.55,2.0,2701.0,530.0,1368.0,430.0,4.071,137400.0,2.0,2701.0,1368.0,430.0,4.071,4.0,5402.0,2736.0,860.0,8.142,7295401.0,3694968.0,1161430.0,10995.771,1871424.0,588240.0,5569.128,184900.0,1750.53,16.573040999999996,0,1,0,0,0
-118.4,33.99,39.0,1613.0,380.0,1113.0,356.0,2.825,276700.0,39.0,1613.0,1113.0,356.0,2.825,1521.0,62907.0,43407.0,13884.0,110.175,2601769.0,1795269.0,574228.0,4556.725,1238769.0,396228.0,3144.2250000000004,126736.0,1005.7,7.980625000000001,1,0,0,0,0
-118.06,34.08,37.0,778.0,205.0,850.0,198.0,2.5119,180500.0,37.0,778.0,850.0,198.0,2.5119,1369.0,28786.0,31450.0,7326.0,92.9403,605284.0,661300.0,154044.0,1954.2582,722500.0,168300.0,2135.115,39204.0,497.3562,6.309641609999999,1,0,0,0,0
-117.01,32.79,31.0,3776.0,815.0,1886.0,799.0,3.4421,155300.0,31.0,3776.0,1886.0,799.0,3.4421,961.0,117056.0,58466.0,24769.0,106.7051,14258176.0,7121536.0,3017024.0,12997.3696,3556996.0,1506914.0,6491.8006,638401.0,2750.2379,11.84805241,1,0,0,0,0
-118.11,33.88,35.0,1623.0,304.0,868.0,272.0,3.5893,276000.0,35.0,1623.0,868.0,272.0,3.5893,1225.0,56805.0,30380.0,9520.0,125.6255,2634129.0,1408764.0,441456.0,5825.4339,753424.0,236096.0,3115.5124,73984.0,976.2896,12.88307449,1,0,0,0,0
-122.36,40.66,17.0,2786.0,559.0,1528.0,517.0,2.0119,75800.0,17.0,2786.0,1528.0,517.0,2.0119,289.0,47362.0,25976.0,8789.0,34.202299999999994,7761796.0,4257008.0,1440362.0,5605.153399999999,2334784.0,789976.0,3074.1831999999995,267289.0,1040.1523,4.047741609999999,0,1,0,0,0
-118.21,33.97,52.0,4220.0,908.0,3731.0,892.0,3.1901,167600.0,52.0,4220.0,3731.0,892.0,3.1901,2704.0,219440.0,194012.0,46384.0,165.8852,17808400.0,15744820.0,3764240.0,13462.222000000002,13920361.0,3328052.0,11902.2631,795664.0,2845.5692000000004,10.17673801,1,0,0,0,0
-118.06,33.86,16.0,5603.0,938.0,3045.0,893.0,5.0778,293700.0,16.0,5603.0,3045.0,893.0,5.0778,256.0,89648.0,48720.0,14288.0,81.2448,31393609.0,17061135.0,5003479.0,28450.9134,9272025.0,2719185.0,15461.901,797449.0,4534.4754,25.78405284,1,0,0,0,0
-117.92,33.65,28.0,1087.0,423.0,807.0,425.0,0.9702,225400.0,28.0,1087.0,807.0,425.0,0.9702,784.0,30436.0,22596.0,11900.0,27.1656,1181569.0,877209.0,461975.0,1054.6074,651249.0,342975.0,782.9513999999999,180625.0,412.335,0.94128804,1,0,0,0,0
-118.47,34.1,32.0,8041.0,1141.0,2768.0,1106.0,11.1978,500001.0,32.0,8041.0,2768.0,1106.0,11.1978,1024.0,257312.0,88576.0,35392.0,358.3296,64657681.0,22257488.0,8893346.0,90041.5098,7661824.0,3061408.0,30995.510400000003,1223236.0,12384.7668,125.39072484000002,1,0,0,0,0
-118.03,34.1,31.0,2647.0,539.0,1473.0,520.0,3.94,223900.0,31.0,2647.0,1473.0,520.0,3.94,961.0,82057.0,45663.0,16120.0,122.14,7006609.0,3899031.0,1376440.0,10429.18,2169729.0,765960.0,5803.62,270400.0,2048.8,15.5236,0,1,0,0,0
-117.41,33.93,35.0,793.0,150.0,669.0,128.0,4.0156,89300.0,35.0,793.0,669.0,128.0,4.0156,1225.0,27755.0,23415.0,4480.0,140.546,628849.0,530517.0,101504.0,3184.3708,447561.0,85632.0,2686.4364,16384.0,513.9968,16.12504336,0,1,0,0,0
-118.38,33.97,42.0,1859.0,337.0,813.0,326.0,6.019,294500.0,42.0,1859.0,813.0,326.0,6.019,1764.0,78078.0,34146.0,13692.0,252.798,3455881.0,1511367.0,606034.0,11189.321,660969.0,265038.0,4893.447,106276.0,1962.194,36.228361,1,0,0,0,0
-118.02,33.76,25.0,1759.0,404.0,1404.0,385.0,3.6289,195800.0,25.0,1759.0,1404.0,385.0,3.6289,625.0,43975.0,35100.0,9625.0,90.7225,3094081.0,2469636.0,677215.0,6383.2351,1971216.0,540540.0,5094.9756,148225.0,1397.1265,13.168915209999998,1,0,0,0,0
-117.05,32.95,17.0,4814.0,1091.0,3013.0,1078.0,3.2369,167800.0,17.0,4814.0,3013.0,1078.0,3.2369,289.0,81838.0,51221.0,18326.0,55.0273,23174596.0,14504582.0,5189492.0,15582.4366,9078169.0,3248014.0,9752.7797,1162084.0,3489.3782,10.47752161,1,0,0,0,0
-121.51,38.55,45.0,3032.0,631.0,1341.0,597.0,2.8417,137900.0,45.0,3032.0,1341.0,597.0,2.8417,2025.0,136440.0,60345.0,26865.0,127.8765,9193024.0,4065912.0,1810104.0,8616.0344,1798281.0,800577.0,3810.7197,356409.0,1696.4949,8.075258889999999,0,1,0,0,0
-118.07,33.91,29.0,2387.0,570.0,1978.0,548.0,3.1957,159200.0,29.0,2387.0,1978.0,548.0,3.1957,841.0,69223.0,57362.0,15892.0,92.6753,5697769.0,4721486.0,1308076.0,7628.1359,3912484.0,1083944.0,6321.0946,300304.0,1751.2436,10.21249849,1,0,0,0,0
-117.7,33.6,25.0,1321.0,295.0,396.0,278.0,3.1131,77100.0,25.0,1321.0,396.0,278.0,3.1131,625.0,33025.0,9900.0,6950.0,77.8275,1745041.0,523116.0,367238.0,4112.4051,156816.0,110088.0,1232.7876,77284.0,865.4418000000001,9.691391610000002,1,0,0,0,0
-118.14,34.17,52.0,2667.0,486.0,1681.0,504.0,4.0524,173100.0,52.0,2667.0,1681.0,504.0,4.0524,2704.0,138684.0,87412.0,26208.0,210.7248,7112889.0,4483227.0,1344168.0,10807.750799999998,2825761.0,847224.0,6812.084399999999,254016.0,2042.4096,16.421945759999996,1,0,0,0,0
-118.26,34.07,46.0,2341.0,703.0,2371.0,648.0,2.4038,181700.0,46.0,2341.0,2371.0,648.0,2.4038,2116.0,107686.0,109066.0,29808.0,110.5748,5480281.0,5550511.0,1516968.0,5627.2958,5621641.0,1536408.0,5699.409799999999,419904.0,1557.6624,5.77825444,1,0,0,0,0
-122.07,37.94,43.0,1454.0,234.0,683.0,258.0,4.475,265700.0,43.0,1454.0,683.0,258.0,4.475,1849.0,62522.0,29369.0,11094.0,192.425,2114116.0,993082.0,375132.0,6506.65,466489.0,176214.0,3056.425,66564.0,1154.55,20.025625,0,0,0,1,0
-121.65,39.76,31.0,1599.0,318.0,794.0,303.0,3.0,96700.0,31.0,1599.0,794.0,303.0,3.0,961.0,49569.0,24614.0,9393.0,93.0,2556801.0,1269606.0,484497.0,4797.0,630436.0,240582.0,2382.0,91809.0,909.0,9.0,0,1,0,0,0
-117.01,32.77,34.0,3330.0,723.0,1592.0,656.0,2.6678,164200.0,34.0,3330.0,1592.0,656.0,2.6678,1156.0,113220.0,54128.0,22304.0,90.7052,11088900.0,5301360.0,2184480.0,8883.774000000001,2534464.0,1044352.0,4247.1376,430336.0,1750.0768,7.117156840000001,1,0,0,0,0
-118.35,34.06,52.0,2837.0,602.0,1164.0,551.0,3.2411,250000.0,52.0,2837.0,1164.0,551.0,3.2411,2704.0,147524.0,60528.0,28652.0,168.53719999999998,8048569.0,3302268.0,1563187.0,9195.0007,1354896.0,641364.0,3772.6404,303601.0,1785.8461,10.50472921,1,0,0,0,0
-117.7,33.5,4.0,7474.0,1037.0,2969.0,1007.0,8.7591,434700.0,4.0,7474.0,2969.0,1007.0,8.7591,16.0,29896.0,11876.0,4028.0,35.0364,55860676.0,22190306.0,7526318.0,65465.5134,8814961.0,2989783.0,26005.7679,1014049.0,8820.413700000001,76.72183281,1,0,0,0,0
-122.08,37.82,4.0,2045.0,237.0,830.0,252.0,11.3421,500001.0,4.0,2045.0,830.0,252.0,11.3421,16.0,8180.0,3320.0,1008.0,45.3684,4182025.0,1697350.0,515340.0,23194.5945,688900.0,209160.0,9413.943,63504.0,2858.2092,128.64323241,0,0,0,1,0
-118.24,33.9,39.0,642.0,129.0,475.0,123.0,1.2083,92600.0,39.0,642.0,475.0,123.0,1.2083,1521.0,25038.0,18525.0,4797.0,47.1237,412164.0,304950.0,78966.0,775.7285999999999,225625.0,58425.0,573.9425,15129.0,148.62089999999998,1.4599888899999998,1,0,0,0,0
-118.36,34.04,49.0,995.0,184.0,462.0,194.0,2.7917,242000.0,49.0,995.0,462.0,194.0,2.7917,2401.0,48755.0,22638.0,9506.0,136.79330000000002,990025.0,459690.0,193030.0,2777.7415,213444.0,89628.0,1289.7654,37636.0,541.5898,7.79358889,1,0,0,0,0
-117.24,32.8,26.0,3433.0,873.0,1492.0,798.0,2.9258,234800.0,26.0,3433.0,1492.0,798.0,2.9258,676.0,89258.0,38792.0,20748.0,76.0708,11785489.0,5122036.0,2739534.0,10044.2714,2226064.0,1190616.0,4365.2936,636804.0,2334.7884000000004,8.560305640000001,0,0,0,0,1
-117.14,32.72,43.0,1073.0,344.0,660.0,279.0,2.0529,168800.0,43.0,1073.0,660.0,279.0,2.0529,1849.0,46139.0,28380.0,11997.0,88.27470000000001,1151329.0,708180.0,299367.0,2202.7617,435600.0,184140.0,1354.9140000000002,77841.0,572.7591000000001,4.21439841,0,0,0,0,1
-118.14,34.18,50.0,1493.0,326.0,1000.0,323.0,3.3068,154400.0,50.0,1493.0,1000.0,323.0,3.3068,2500.0,74650.0,50000.0,16150.0,165.34,2229049.0,1493000.0,482239.0,4937.0524,1000000.0,323000.0,3306.8,104329.0,1068.0964,10.93492624,1,0,0,0,0
-122.63,38.96,17.0,1708.0,459.0,633.0,312.0,1.75,64000.0,17.0,1708.0,633.0,312.0,1.75,289.0,29036.0,10761.0,5304.0,29.75,2917264.0,1081164.0,532896.0,2989.0,400689.0,197496.0,1107.75,97344.0,546.0,3.0625,0,1,0,0,0
-118.96,36.66,18.0,1302.0,424.0,320.0,133.0,3.1964,80000.0,18.0,1302.0,320.0,133.0,3.1964,324.0,23436.0,5760.0,2394.0,57.5352,1695204.0,416640.0,173166.0,4161.7128,102400.0,42560.0,1022.848,17689.0,425.1212,10.21697296,0,1,0,0,0
-122.27,37.56,5.0,4921.0,1179.0,1810.0,1073.0,5.6936,322200.0,5.0,4921.0,1810.0,1073.0,5.6936,25.0,24605.0,9050.0,5365.0,28.468,24216241.0,8907010.0,5280233.0,28018.2056,3276100.0,1942130.0,10305.416,1151329.0,6109.2328,32.41708096,0,0,0,1,0
-118.23,34.15,40.0,2124.0,370.0,998.0,372.0,5.3369,370400.0,40.0,2124.0,998.0,372.0,5.3369,1600.0,84960.0,39920.0,14880.0,213.476,4511376.0,2119752.0,790128.0,11335.5756,996004.0,371256.0,5326.2262,138384.0,1985.3268,28.48250161,1,0,0,0,0
-117.89,33.68,8.0,5278.0,1575.0,2389.0,1371.0,3.3409,181300.0,8.0,5278.0,2389.0,1371.0,3.3409,64.0,42224.0,19112.0,10968.0,26.7272,27857284.0,12609142.0,7236138.0,17633.2702,5707321.0,3275319.0,7981.4101,1879641.0,4580.3739,11.16161281,1,0,0,0,0
-118.32,33.99,49.0,1407.0,269.0,889.0,283.0,1.9779,114200.0,49.0,1407.0,889.0,283.0,1.9779,2401.0,68943.0,43561.0,13867.0,96.9171,1979649.0,1250823.0,398181.0,2782.9053,790321.0,251587.0,1758.3531,80089.0,559.7456999999999,3.91208841,1,0,0,0,0
-118.18,33.77,36.0,1833.0,688.0,1128.0,620.0,1.1483,112500.0,36.0,1833.0,1128.0,620.0,1.1483,1296.0,65988.0,40608.0,22320.0,41.338800000000006,3359889.0,2067624.0,1136460.0,2104.8339,1272384.0,699360.0,1295.2824,384400.0,711.946,1.31859289,0,0,0,0,1
-117.47,33.98,8.0,12106.0,1913.0,5810.0,1717.0,4.9886,158100.0,8.0,12106.0,5810.0,1717.0,4.9886,64.0,96848.0,46480.0,13736.0,39.9088,146555236.0,70335860.0,20786002.0,60391.9916,33756100.0,9975770.0,28983.766,2948089.0,8565.4262,24.88612996,0,1,0,0,0
-122.27,37.32,37.0,2607.0,534.0,1346.0,507.0,5.3951,277700.0,37.0,2607.0,1346.0,507.0,5.3951,1369.0,96459.0,49802.0,18759.0,199.6187,6796449.0,3509022.0,1321749.0,14065.0257,1811716.0,682422.0,7261.8046,257049.0,2735.3157,29.107104010000004,0,0,0,0,1
-118.18,33.81,27.0,471.0,132.0,315.0,96.0,1.75,154200.0,27.0,471.0,315.0,96.0,1.75,729.0,12717.0,8505.0,2592.0,47.25,221841.0,148365.0,45216.0,824.25,99225.0,30240.0,551.25,9216.0,168.0,3.0625,0,0,0,0,1
-117.09,32.75,28.0,1220.0,391.0,1286.0,396.0,1.2286,105000.0,28.0,1220.0,1286.0,396.0,1.2286,784.0,34160.0,36008.0,11088.0,34.4008,1488400.0,1568920.0,483120.0,1498.8919999999998,1653796.0,509256.0,1579.9796,156816.0,486.5256,1.5094579599999998,0,0,0,0,1
-121.85,37.38,12.0,12980.0,2568.0,8190.0,2515.0,5.2415,286500.0,12.0,12980.0,8190.0,2515.0,5.2415,144.0,155760.0,98280.0,30180.0,62.898,168480400.0,106306200.0,32644700.0,68034.67,67076100.0,20597850.0,42927.885,6325225.0,13182.3725,27.47332225,1,0,0,0,0
-121.32,38.61,22.0,3902.0,845.0,1870.0,763.0,2.774,190200.0,22.0,3902.0,1870.0,763.0,2.774,484.0,85844.0,41140.0,16786.0,61.028,15225604.0,7296740.0,2977226.0,10824.148,3496900.0,1426810.0,5187.38,582169.0,2116.562,7.695076,0,1,0,0,0
-121.25,37.97,34.0,1288.0,344.0,846.0,293.0,1.7895,63100.0,34.0,1288.0,846.0,293.0,1.7895,1156.0,43792.0,28764.0,9962.0,60.843,1658944.0,1089648.0,377384.0,2304.876,715716.0,247878.0,1513.917,85849.0,524.3235000000001,3.2023102500000005,0,1,0,0,0
-117.93,33.84,23.0,2870.0,653.0,1680.0,598.0,3.2301,189900.0,23.0,2870.0,1680.0,598.0,3.2301,529.0,66010.0,38640.0,13754.0,74.29230000000001,8236900.0,4821600.0,1716260.0,9270.387,2822400.0,1004640.0,5426.568,357604.0,1931.5998,10.43354601,1,0,0,0,0
-117.13,34.88,21.0,3254.0,669.0,1548.0,545.0,2.3373,57100.0,21.0,3254.0,1548.0,545.0,2.3373,441.0,68334.0,32508.0,11445.0,49.0833,10588516.0,5037192.0,1773430.0,7605.5742,2396304.0,843660.0,3618.1404,297025.0,1273.8285,5.46297129,0,1,0,0,0
-118.14,33.95,36.0,1942.0,355.0,891.0,348.0,3.6635,282100.0,36.0,1942.0,891.0,348.0,3.6635,1296.0,69912.0,32076.0,12528.0,131.886,3771364.0,1730322.0,675816.0,7114.517,793881.0,310068.0,3264.1785,121104.0,1274.898,13.42123225,1,0,0,0,0
-122.13,36.97,27.0,991.0,194.0,543.0,155.0,4.7188,350000.0,27.0,991.0,543.0,155.0,4.7188,729.0,26757.0,14661.0,4185.0,127.4076,982081.0,538113.0,153605.0,4676.3308,294849.0,84165.0,2562.3084,24025.0,731.414,22.26707344,0,0,0,0,1
-118.06,34.06,28.0,2127.0,625.0,3160.0,620.0,2.5763,173900.0,28.0,2127.0,3160.0,620.0,2.5763,784.0,59556.0,88480.0,17360.0,72.1364,4524129.0,6721320.0,1318740.0,5479.790099999999,9985600.0,1959200.0,8141.107999999999,384400.0,1597.3059999999998,6.637321689999999,1,0,0,0,0
-122.27,37.86,52.0,1769.0,372.0,849.0,365.0,2.6914,218800.0,52.0,1769.0,849.0,365.0,2.6914,2704.0,91988.0,44148.0,18980.0,139.9528,3129361.0,1501881.0,645685.0,4761.0866,720801.0,309885.0,2284.9986,133225.0,982.361,7.243633959999999,0,0,0,1,0
-118.47,34.19,41.0,1104.0,196.0,495.0,196.0,5.0929,225000.0,41.0,1104.0,495.0,196.0,5.0929,1681.0,45264.0,20295.0,8036.0,208.8089,1218816.0,546480.0,216384.0,5622.5616,245025.0,97020.0,2520.9855,38416.0,998.2084,25.93763041,1,0,0,0,0
-121.44,38.71,25.0,2336.0,406.0,1172.0,408.0,3.5129,101200.0,25.0,2336.0,1172.0,408.0,3.5129,625.0,58400.0,29300.0,10200.0,87.8225,5456896.0,2737792.0,953088.0,8206.1344,1373584.0,478176.0,4117.1188,166464.0,1433.2632,12.34046641,0,1,0,0,0
-121.79,37.99,18.0,3646.0,534.0,1651.0,535.0,5.7321,164700.0,18.0,3646.0,1651.0,535.0,5.7321,324.0,65628.0,29718.0,9630.0,103.1778,13293316.0,6019546.0,1950610.0,20899.2366,2725801.0,883285.0,9463.6971,286225.0,3066.6735,32.85697041,0,1,0,0,0
-118.17,34.02,42.0,946.0,272.0,1191.0,261.0,2.45,132000.0,42.0,946.0,1191.0,261.0,2.45,1764.0,39732.0,50022.0,10962.0,102.9,894916.0,1126686.0,246906.0,2317.7000000000003,1418481.0,310851.0,2917.9500000000003,68121.0,639.45,6.002500000000001,1,0,0,0,0
-117.16,32.75,23.0,2474.0,594.0,1107.0,536.0,2.9705,245500.0,23.0,2474.0,1107.0,536.0,2.9705,529.0,56902.0,25461.0,12328.0,68.3215,6120676.0,2738718.0,1326064.0,7349.017,1225449.0,593352.0,3288.3435,287296.0,1592.188,8.823870249999999,0,0,0,0,1
