longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,log_housing_median_age,log_total_rooms,log_total_bedrooms,log_population,log_households,log_median_income,log_median_house_value
-122.28,37.85,52.0,1898.0,421.0,1102.0,397.0,1.808,105500.0,NEAR BAY,3.951243718581427,7.548555979169873,6.042632833682381,7.004881989712859,5.98393628068719,0.5922212619699847,11.566466231898257
-122.28,37.84,50.0,2082.0,492.0,1131.0,473.0,1.6424,108900.0,NEAR BAY,3.912023005428146,7.641084249174914,6.198478716492308,7.03085747611612,6.159095388491933,0.4961585867225868,11.598185308921051
-122.28,37.84,52.0,729.0,160.0,395.0,155.0,1.6875,132000.0,NEAR BAY,3.951243718581427,6.591673732008658,5.075173815233827,5.978885764901122,5.043425116919247,0.5232481437645478,11.790557201568507
-122.28,37.84,49.0,1916.0,447.0,863.0,378.0,1.9274,122300.0,NEAR BAY,3.8918202981106265,7.557994958530806,6.102558594613568,6.760414691083428,5.934894195619588,0.65617194443505,11.714232321675263
-122.28,37.84,52.0,2153.0,481.0,1168.0,441.0,1.9615,115200.0,NEAR BAY,3.951243718581427,7.674617497364363,6.175867270105761,7.0630481633881725,6.089044875446846,0.6737094866674702,11.654425027243928
-122.27,37.84,48.0,1922.0,409.0,1026.0,335.0,1.7969,110400.0,NEAR BAY,3.8712010109078907,7.561121589530238,6.013715156042801,6.933423025730715,5.814130531825066,0.586062957950271,11.611865412825132
-122.27,37.83,49.0,1655.0,366.0,754.0,329.0,1.375,104900.0,NEAR BAY,3.8918202981106265,7.411556287811163,5.902633333401366,6.625392368007956,5.796057750765372,0.3184537311185346,11.560762794384388
-122.27,37.83,51.0,2665.0,574.0,1258.0,536.0,2.7303,109700.0,NEAR BAY,3.9318256327243257,7.887959336599945,6.352629396319566,7.1372784372603855,6.284134161070802,1.0044114932692827,11.605504646263322
-122.27,37.83,49.0,1215.0,282.0,570.0,264.0,1.4861,97200.0,NEAR BAY,3.8918202981106265,7.102499355774649,5.641907070938114,6.345636360828595,5.575949103146316,0.3961552387823867,11.48452599044853
-122.27,37.83,48.0,1798.0,432.0,987.0,374.0,1.0972,104500.0,NEAR BAY,3.8712010109078907,7.494430215031565,6.06842558824411,6.894670039433481,5.924255797414531,0.09276148008131108,11.556942350387002
-122.28,37.83,52.0,1511.0,390.0,901.0,403.0,1.4103,103900.0,NEAR BAY,3.951243718581427,7.320526962272739,5.966146739123692,6.803505257608338,5.998936561946683,0.3438024477160575,11.551184177087318
-122.26,37.83,52.0,1470.0,330.0,689.0,309.0,3.48,191400.0,NEAR BAY,3.951243718581427,7.293017679772782,5.799092654460526,6.535241271013659,5.733341276897745,1.247032293786383,12.16212075800099
-122.26,37.83,52.0,2432.0,715.0,1377.0,696.0,2.5898,176000.0,NEAR BAY,3.951243718581427,7.796469243086057,6.5722825426940075,7.227662498728654,6.545349660334419,0.9515806526526025,12.078239274020289
-122.26,37.83,52.0,1665.0,419.0,946.0,395.0,2.0978,155400.0,NEAR BAY,3.951243718581427,7.4175804024145435,6.037870919922137,6.852242569051878,5.978885764901122,0.7408891765453663,11.953757716915684
-122.26,37.83,51.0,936.0,311.0,517.0,249.0,1.2852,150000.0,NEAR BAY,3.9318256327243257,6.841615476477592,5.739792912179234,6.248042874508429,5.517452896464707,0.25091434825956627,11.918390573078392
-122.26,37.84,49.0,713.0,202.0,462.0,189.0,1.025,118800.0,NEAR BAY,3.8918202981106265,6.569481420414296,5.308267697401204,6.135564891081739,5.241747015059643,0.02469261259037141,11.68519668591068
-122.26,37.84,52.0,950.0,202.0,467.0,198.0,3.9643,188800.0,NEAR BAY,3.951243718581427,6.856461984594587,5.308267697401204,6.1463292576688975,5.288267030694535,1.3773292947342408,12.148443532693538
-122.26,37.83,52.0,1443.0,311.0,660.0,292.0,3.0125,184400.0,NEAR BAY,3.951243718581427,7.27447955877387,5.739792912179234,6.492239835020471,5.676753802268282,1.1027702988167734,12.12486259010463
-122.26,37.83,52.0,1656.0,420.0,718.0,382.0,2.6768,182300.0,NEAR BAY,3.951243718581427,7.412160334945205,6.040254711277414,6.576469569048224,5.945420608606575,0.9846220512504225,12.113408960666755
-122.26,37.83,50.0,1125.0,322.0,616.0,304.0,2.026,142500.0,NEAR BAY,3.912023005428146,7.025538314638521,5.7745515455444085,6.423246963533519,5.717027701406222,0.7060634058264915,11.867097278690842
-122.27,37.82,43.0,1007.0,312.0,558.0,253.0,1.7348,137500.0,NEAR BAY,3.7612001156935624,6.914730892718562,5.7430031878094825,6.324358962381311,5.53338948872752,0.550892132979074,11.831379196088763
-122.26,37.82,40.0,624.0,195.0,423.0,160.0,0.9506,187500.0,NEAR BAY,3.6888794541139363,6.436150368369427,5.272999558563747,6.0473721790462776,5.075173815233827,-0.050661914802227995,12.141534124392603
-122.27,37.82,40.0,946.0,375.0,700.0,352.0,1.775,112500.0,NEAR BAY,3.6888794541139363,6.852242569051878,5.926926025970411,6.551080335043404,5.863631175598097,0.573800422927379,11.63070850062661
-122.27,37.82,21.0,896.0,453.0,735.0,438.0,0.9218,171900.0,NEAR BAY,3.044522437723423,6.79794041297493,6.115892125483033,6.5998704992128365,6.0822189103764455,-0.0814269986957292,12.05466819137094
-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,93800.0,NEAR BAY,3.7612001156935624,7.532623618788787,6.122492809514386,6.966967138613983,6.008813185442595,0.40846061708796283,11.448920134994315
-122.27,37.82,41.0,3221.0,853.0,1959.0,720.0,1.1108,97500.0,NEAR BAY,3.7135720667043075,8.0774471493312,6.748759547491679,7.58018941794454,6.579251212010101,0.10508047645050744,11.487607656985938
-122.27,37.82,52.0,1630.0,456.0,1162.0,400.0,1.2475,104200.0,NEAR BAY,3.951243718581427,7.396335293800807,6.122492809514386,7.057897937411856,5.991464547107982,0.22114154864353672,11.554067408301403
-122.28,37.82,52.0,1170.0,235.0,701.0,233.0,1.6098,87500.0,NEAR BAY,3.951243718581427,7.064759027791801,5.459585514144159,6.55250788703459,5.4510384535657,0.4761099476774963,11.379394072345706
-122.28,37.82,52.0,945.0,243.0,576.0,220.0,1.4113,83100.0,NEAR BAY,3.951243718581427,6.851184927493742,5.493061443340548,6.356107660695891,5.393627546352361,0.3445112654378242,11.327799980843539
-122.28,37.82,52.0,1238.0,288.0,622.0,259.0,1.5057,87500.0,NEAR BAY,3.951243718581427,7.121252453244542,5.662960480135946,6.432940092739179,5.556828061699537,0.4092579063468606,11.379394072345706
-122.28,37.82,52.0,1489.0,335.0,728.0,244.0,0.8172,85300.0,NEAR BAY,3.951243718581427,7.305860032684008,5.814130531825066,6.590301048196686,5.497168225293201,-0.20187141603867004,11.35392973347977
-122.28,37.82,52.0,1387.0,341.0,1074.0,304.0,1.2171,80300.0,NEAR BAY,3.951243718581427,7.234898420314831,5.831882477283517,6.979145275068809,5.717027701406222,0.19647097989837423,11.293524899934853
-122.29,37.82,2.0,158.0,43.0,94.0,57.0,2.5625,60000.0,NEAR BAY,0.6931471805599453,5.062595033026967,3.7612001156935624,4.543294782270004,4.04305126783455,0.9409833444645266,11.002099841204238
-122.29,37.83,52.0,1121.0,211.0,554.0,187.0,3.3929,75700.0,NEAR BAY,3.951243718581427,7.02197642307216,5.351858133476067,6.317164686747284,5.231108616854587,1.2216850129245065,11.23453343942554
-122.29,37.82,49.0,135.0,29.0,86.0,23.0,6.1183,75000.0,NEAR BAY,3.8918202981106265,4.90527477843843,3.3672958299864737,4.454347296253507,3.1354942159291497,1.8112842801590638,11.225243392518447
-122.29,37.81,50.0,760.0,190.0,377.0,122.0,0.9011,86100.0,NEAR BAY,3.912023005428146,6.633318433280377,5.247024072160486,5.932245187448011,4.804021044733257,-0.1041390397411454,11.363264690415821
-122.3,37.81,52.0,1224.0,237.0,521.0,159.0,1.191,76100.0,NEAR BAY,3.951243718581427,7.1098794630722715,5.468060141135131,6.255750041753367,5.0689042022202315,0.1747932903731631,11.239803543849776
-122.3,37.81,48.0,828.0,182.0,392.0,133.0,2.5938,73500.0,NEAR BAY,3.8712010109078907,6.71901315438526,5.204006687076795,5.971261839790462,4.890349128221754,0.953123981919504,11.205040685200927
-122.3,37.81,52.0,1010.0,209.0,604.0,187.0,1.1667,78400.0,NEAR BAY,3.951243718581427,6.917705609835305,5.342334251964811,6.403574197934815,5.231108616854587,0.1541792508476743,11.269579206338499
-122.3,37.81,48.0,1455.0,354.0,788.0,332.0,0.8056,84400.0,NEAR BAY,3.8712010109078907,7.282761179605592,5.869296913133774,6.669498089857879,5.805134968916488,-0.21616793757778455,11.343322680584048
-122.29,37.8,52.0,1027.0,244.0,492.0,147.0,2.6094,81300.0,NEAR BAY,3.951243718581427,6.934397209928558,5.497168225293201,6.198478716492308,4.990432586778736,0.9591203098495106,11.305901295535902
-122.3,37.81,52.0,572.0,109.0,274.0,82.0,1.8516,85000.0,NEAR BAY,3.951243718581427,6.349138991379798,4.6913478822291435,5.6131281063880705,4.406719247264253,0.6160501301749783,11.350406535472453
-122.29,37.81,46.0,2801.0,644.0,1823.0,611.0,0.9802,129200.0,NEAR BAY,3.828641396489095,7.937731775260108,6.467698726104353,7.508238774678663,6.415096959171595,-0.01999864650668997,11.769116870330638
-122.29,37.81,26.0,768.0,152.0,392.0,127.0,1.7719,82500.0,NEAR BAY,3.2580965380214817,6.643789733147672,5.0238805208462765,5.971261839790462,4.844187086458591,0.5720524171818866,11.320553572322773
-122.29,37.81,46.0,935.0,297.0,582.0,277.0,0.7286,95200.0,NEAR BAY,3.828641396489095,6.8405465292886865,5.6937321388027,6.366470447731437,5.6240175061873385,-0.31663039440767354,11.463735220779457
-122.29,37.81,49.0,844.0,204.0,560.0,152.0,1.75,75000.0,NEAR BAY,3.8918202981106265,6.7381524945959566,5.318119993844216,6.327936783729195,5.0238805208462765,0.5596157879354227,11.225243392518447
-122.29,37.81,46.0,12.0,4.0,18.0,7.0,0.4999,67500.0,NEAR BAY,3.828641396489095,2.4849066497880004,1.3862943611198906,2.8903717578961645,1.9459101490553132,-0.6933472005626123,11.11988287686062
-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,137500.0,NEAR BAY,2.995732273553991,6.727431724850855,5.081404364984463,5.66988092298052,4.890349128221754,0.9094675065260296,11.831379196088763
-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,177500.0,NEAR BAY,2.833213344056216,7.1204443723924875,6.135564891081739,6.635946555686646,6.0844994130751715,-0.07893498808814227,12.086725887897607
-122.28,37.81,36.0,2914.0,562.0,1236.0,509.0,2.4464,102100.0,NEAR BAY,3.58351893845611,7.97728198675515,6.331501849893691,7.119635638017636,6.2324480165505225,0.8946175561926608,11.533708004152757
-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,108300.0,NEAR BAY,2.9444389791664403,7.095893221097532,5.493061443340548,6.580639137284948,5.332718793265369,0.10535051560782595,11.592660432989081
-122.29,37.81,23.0,1745.0,374.0,1054.0,325.0,0.8026,112500.0,NEAR BAY,3.1354942159291497,7.4645098346365275,5.924255797414531,6.960347729101308,5.783825182329737,-0.21989882114932074,11.63070850062661
-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,131300.0,NEAR BAY,3.6375861597263857,6.52795791762255,5.170483995038151,5.840641657373398,5.043425116919247,0.698830997028243,11.785240060290887
-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,162500.0,NEAR BAY,2.833213344056216,6.828712071641684,5.666426688112432,6.411818267709897,5.666426688112432,0.4054651081081644,11.998433280751929
-122.27,37.81,52.0,210.0,56.0,183.0,56.0,1.1667,112500.0,NEAR BAY,3.951243718581427,5.3471075307174685,4.025351690735149,5.2094861528414205,4.025351690735149,0.1541792508476743,11.63070850062661
-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,112500.0,NEAR BAY,3.951243718581427,5.828945617610207,4.574710978503383,5.298317366548036,4.465908118654584,0.4192365121920823,11.63070850062661
-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,137500.0,NEAR BAY,3.951243718581427,5.955837369464831,5.099866427824198,5.846438775057724,5.043425116919247,-0.21381222388532545,11.831379196088763
-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,118800.0,NEAR BAY,3.5553480614894135,6.854354502255021,5.214935757608986,6.1463292576688975,5.1298987149230735,0.592663641981623,11.68519668591068
-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,98200.0,NEAR BAY,3.951243718581427,6.6502790485874215,4.962844630259907,5.932245187448011,4.74493212836325,0.8789211044041512,11.494761494342557
-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,118800.0,NEAR BAY,3.6888794541139363,6.779921907472252,6.111467339502678,6.366470447731437,5.940171252720432,-0.02326862693935433,11.68519668591068
-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,162500.0,NEAR BAY,2.3025850929940455,6.774223886357614,5.8522024797744745,6.302618975744905,5.799092654460526,-0.2744368457017603,11.998433280751929
-122.27,37.8,10.0,105.0,42.0,125.0,39.0,0.9722,137500.0,NEAR BAY,2.3025850929940455,4.653960350157523,3.737669618283368,4.828313737302301,3.6635616461296463,-0.028193734370781983,11.831379196088763
-122.27,37.8,52.0,249.0,78.0,396.0,85.0,1.2434,500001.0,NEAR BAY,3.951243718581427,5.517452896464707,4.356708826689592,5.981414211254481,4.442651256490317,0.21784956285310014,13.122365377402328
-122.27,37.8,16.0,994.0,392.0,800.0,362.0,2.0938,162500.0,NEAR BAY,2.772588722239781,6.901737206656573,5.971261839790462,6.684611727667927,5.891644211825771,0.7389805969031175,11.998433280751929
-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,137500.0,NEAR BAY,3.951243718581427,5.3706380281276624,4.465908118654584,6.806829360392176,4.477336814478206,-0.14294700931993304,11.831379196088763
-122.28,37.8,52.0,96.0,31.0,191.0,34.0,0.75,162500.0,NEAR BAY,3.951243718581427,4.564348191467836,3.4339872044851463,5.25227342804663,3.526360524616161,-0.2876820724517809,11.998433280751929
-122.27,37.79,27.0,1055.0,347.0,718.0,302.0,2.6354,187500.0,NEAR BAY,3.295836866004329,6.961296045910166,5.849324779946859,6.576469569048224,5.71042701737487,0.9690349731290149,12.141534124392603
-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,179200.0,NEAR BAY,3.6635616461296463,7.44716835960004,6.434546518787453,7.190676034332207,6.1463292576688975,0.6139416223789701,12.096257779522967
-122.26,37.8,36.0,5329.0,2477.0,3469.0,2323.0,2.0096,130000.0,NEAR BAY,3.58351893845611,8.580918882296782,7.814803429489359,8.15162164696975,7.7506147327704085,0.6979356972917424,11.77528972943772
-122.26,37.82,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,183800.0,NEAR BAY,3.4339872044851463,8.432941638968646,7.193685818395111,7.6246189861593985,7.07326971745971,1.041865554782221,12.121603488903723
-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062,125000.0,NEAR BAY,3.3672958299864737,5.814130531825066,4.672828834461906,5.308267697401204,4.51085950651685,0.6962423854672478,11.736069016284437
-122.26,37.82,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,170000.0,NEAR BAY,3.0910424533583156,8.211211361793023,7.146772179452637,7.612831030407356,7.1308988302963465,0.19762059408312377,12.043553716032399
-122.26,37.82,37.0,3633.0,1085.0,1838.0,980.0,2.6104,193100.0,NEAR BAY,3.6109179126442243,8.197814032221201,6.989335265974559,7.516433302915632,6.887552571664617,0.9595034662969737,12.170963468416605
-122.25,37.81,29.0,4656.0,1414.0,2304.0,1250.0,2.4912,257800.0,NEAR BAY,3.3672958299864737,8.445911989411274,7.254177846456518,7.742402021815781,7.1308988302963465,0.9127645220975968,12.459939369487223
-122.25,37.81,28.0,5806.0,1603.0,2563.0,1497.0,3.2177,273400.0,NEAR BAY,3.332204510175204,8.666647144584575,7.3796321526095525,7.848933726364071,7.311218384419628,1.1686668186184481,12.518691203271986
-122.25,37.81,39.0,854.0,242.0,389.0,228.0,3.125,237500.0,NEAR BAY,3.6635616461296463,6.749931193788569,5.488937726156686,5.963579343618446,5.42934562895444,1.1394342831883648,12.377922902456833
-122.25,37.81,52.0,2155.0,701.0,895.0,613.0,2.5795,350000.0,NEAR BAY,3.951243718581427,7.675546002537848,6.55250788703459,6.796823718274855,6.418364935936212,0.9475955817025674,12.765688433465597
-122.26,37.81,34.0,5871.0,1914.0,2689.0,1789.0,2.8406,335700.0,NEAR BAY,3.526360524616161,8.677780256064185,7.5569505720129,7.896924656268864,7.489412083508719,1.0440152974648904,12.723973182968125
-122.24,37.82,52.0,1509.0,225.0,674.0,244.0,4.9306,313400.0,NEAR BAY,3.951243718581427,7.319202458767848,5.41610040220442,6.513230110912307,5.497168225293201,1.5954606845032409,12.655235608904057
-122.24,37.81,52.0,2026.0,482.0,709.0,456.0,3.2727,268500.0,NEAR BAY,3.951243718581427,7.613818684808629,6.1779441140506,6.5638555265321274,6.122492809514386,1.1856153322896836,12.500606192931055
-122.25,37.81,52.0,1758.0,460.0,686.0,422.0,3.1691,259400.0,NEAR BAY,3.951243718581427,7.471932078245122,6.13122648948314,6.530877627725885,6.045005314036011,1.153447635906716,12.46612655086448
-122.24,37.82,52.0,3481.0,751.0,1444.0,718.0,3.9,275700.0,NEAR BAY,3.951243718581427,8.15507488781144,6.621405651764134,7.275172319452771,6.576469569048224,1.3609765531356006,12.527068597011887
-122.25,37.82,28.0,3337.0,855.0,1520.0,802.0,3.9063,225000.0,NEAR BAY,3.332204510175204,8.112827478751374,6.75110146893676,7.3264656138403215,6.687108607866514,1.362590634420655,12.323855681186556
-122.25,37.82,52.0,1424.0,289.0,550.0,253.0,5.0917,262500.0,NEAR BAY,3.951243718581427,7.261225091971921,5.666426688112432,6.309918278226516,5.53338948872752,1.6276117630129647,12.478006361013815
-122.25,37.82,32.0,3809.0,1098.0,1806.0,1022.0,2.6429,218500.0,NEAR BAY,3.4657359027997265,8.245121966478603,7.001245622069476,7.498869733976931,6.92951677076365,0.9718767991137006,12.294541293517781
-122.25,37.82,26.0,3959.0,1196.0,1749.0,1217.0,3.0233,255000.0,NEAR BAY,3.2580965380214817,8.28374674710613,7.086737934510577,7.466799475018602,7.104144092987527,1.1063489500398316,12.449018824140563
-122.25,37.83,52.0,2376.0,559.0,939.0,519.0,3.1484,224100.0,NEAR BAY,3.951243718581427,7.773173680482535,6.326149473155099,6.844815479208263,6.251903883165888,1.146894387286158,12.319847659789017
-122.25,37.83,35.0,1613.0,428.0,675.0,422.0,3.4722,243100.0,NEAR BAY,3.5553480614894135,7.385851078125208,6.059123195581797,6.514712690872529,6.045005314036011,1.244788398825711,12.401228160304214
-122.25,37.83,52.0,1279.0,287.0,534.0,291.0,3.1429,231600.0,NEAR BAY,3.951243718581427,7.153833801578842,5.6594822157596205,6.280395838960195,5.673323267171492,1.1451459405736646,12.352767024680977
-122.25,37.83,28.0,5022.0,1750.0,2558.0,1661.0,2.4234,218500.0,NEAR BAY,3.332204510175204,8.52158353971753,7.4673710669175595,7.8469809821387875,7.415175109613295,0.885171512815285,12.294541293517781
-122.25,37.83,52.0,4190.0,1105.0,1786.0,1037.0,3.0897,234100.0,NEAR BAY,3.951243718581427,8.340456012916183,7.007600613951853,7.487733761436444,6.9440872082295275,1.1280739988177286,12.363503653479002
-122.23,37.84,50.0,2515.0,399.0,970.0,373.0,5.8596,327600.0,NEAR BAY,3.912023005428146,7.83002808253384,5.988961416889863,6.877296071497428,5.921578419643815,1.768081341873478,12.69954863096105
-122.23,37.84,47.0,3175.0,454.0,1098.0,485.0,5.2868,347600.0,NEAR BAY,3.8501476017100584,8.063062911326792,6.118097198041347,7.001245622069476,6.184148890937483,1.6652131479015146,12.758807672373374
-122.24,37.83,41.0,2576.0,406.0,794.0,376.0,5.956,366100.0,NEAR BAY,3.7135720667043075,7.853993087224244,6.0063531596017325,6.677083461247135,5.929589143389895,1.7843991148217626,12.810661799108328
-122.24,37.85,37.0,334.0,54.0,98.0,47.0,4.9643,335000.0,NEAR BAY,3.6109179126442243,5.8111409929767,3.988984046564274,4.584967478670571,3.8501476017100584,1.6022723006491888,12.721885810807203
-122.23,37.85,52.0,2800.0,411.0,1061.0,403.0,6.3434,373600.0,NEAR BAY,3.951243718581427,7.937374696163295,6.018593214496234,6.966967138613983,5.998936561946683,1.847414902306214,12.830940985336824
-122.24,37.84,52.0,3529.0,574.0,1177.0,555.0,5.1773,389500.0,NEAR BAY,3.951243718581427,8.16876982367527,6.352629396319566,7.0707241072602764,6.318968113746434,1.6442836848596991,12.872619144292939
-122.24,37.85,52.0,2612.0,365.0,901.0,367.0,7.2354,391100.0,NEAR BAY,3.951243718581427,7.867871490396322,5.8998973535824915,6.803505257608338,5.90536184805457,1.9789856453554648,12.876718560743605
-122.22,37.85,28.0,5287.0,1048.0,2031.0,956.0,5.457,337300.0,NEAR BAY,3.332204510175204,8.57300625623545,6.954638864880987,7.616283561580384,6.862757913051401,1.6968991882040947,12.728728021049742
-122.22,37.84,50.0,2935.0,473.0,1031.0,479.0,7.5,295200.0,NEAR BAY,3.912023005428146,7.984462732262196,6.159095388491933,6.938284484016959,6.171700597410915,2.0149030205422647,12.595408371708453
-122.21,37.84,44.0,3424.0,597.0,1358.0,597.0,6.0194,292300.0,NEAR BAY,3.784189633918261,8.138564737261632,6.391917113392602,7.213768308118641,6.391917113392602,1.7949875865794807,12.585535951099336
-122.21,37.83,40.0,4991.0,674.0,1616.0,654.0,7.5544,411500.0,NEAR BAY,3.6888794541139363,8.515391569469609,6.513230110912307,7.38770923908104,6.483107351457199,2.022130174966722,12.927564299099261
-122.2,37.84,30.0,2211.0,346.0,844.0,343.0,6.0666,311500.0,NEAR BAY,3.4011973816621555,7.701200180857446,5.846438775057724,6.7381524945959566,5.8377304471659395,1.8027983163432713,12.649154617209645
